T_tomo_K,Omega_q_over_2pi_Hz,curve,point_index,param_angle_rad,X_q,P_q
0.001,0.1,sn_init,320,2.792526803190927,0.40340318108753837,1.0517973616812195
0.001,0.1,sn_init,321,2.8012534494508987,0.40170321795334313,1.0257327376752077
0.001,0.1,sn_init,322,2.8099800957108707,0.39997266356384337,0.9995900001499348
0.001,0.1,sn_init,323,2.8187067419708423,0.39821164970745615,0.9733711399760819
0.001,0.1,sn_init,324,2.827433388230814,0.39642031049220466,0.9470781538213601
0.001,0.1,sn_init,325,2.8361600344907854,0.39459878233550555,0.9207130439984629
0.001,0.1,sn_init,326,2.8448866807507573,0.3927472039537802,0.8942778183125781
0.001,0.1,sn_init,327,2.853613327010729,0.3908657163518912,0.8677744899084928
0.001,0.1,sn_init,328,2.8623399732707004,0.38895446281240387,0.8412050771172753
0.001,0.1,sn_init,329,2.871066619530672,0.38701358888467496,0.8145716033025778
0.001,0.1,sn_init,330,2.8797932657906435,0.38504324237376836,0.7878760967065465
0.001,0.1,sn_init,331,2.8885199120506155,0.38304357332919947,0.7611205902953632
0.001,0.1,sn_init,332,2.897246558310587,0.38101473403350816,0.7343071216044321
0.001,0.1,sn_init,333,2.9059732045705586,0.37895687899066166,0.7074377325832054
0.001,0.1,sn_init,334,2.91469985083053,0.37687016491428876,0.6805144694396856
0.001,0.1,sn_init,335,2.923426497090502,0.37475475071574543,0.6535393824845979
0.001,0.1,sn_init,336,2.9321531433504737,0.3726107974920132,0.6265145259752548
0.001,0.1,sn_init,337,2.9408797896104453,0.37043846851343054,0.5994419579591092
0.001,0.1,sn_init,338,2.949606435870417,0.36823792921125975,0.5723237401170307
0.001,0.1,sn_init,339,2.9583330821303884,0.36600934716508843,0.545161937606301
0.001,0.1,sn_init,340,2.9670597283903604,0.3637528920900675,0.517958618903341
0.001,0.1,sn_init,341,2.975786374650332,0.36146873582398753,0.49071585564619463
0.001,0.1,sn_init,342,2.9845130209103035,0.35915705231419137,0.463435722476757
0.001,0.1,sn_init,343,2.993239667170275,0.3568180176043285,0.43612029688278847
0.001,0.1,sn_init,344,3.001966313430247,0.35445180982094776,0.4087716590397026
0.001,0.1,sn_init,345,3.0106929596902186,0.3520586091599333,0.38139189165215837
0.001,0.1,sn_init,346,3.01941960595019,0.349638597872781,0.35398307979544597
0.001,0.1,sn_init,347,3.0281462522101616,0.3471919602527198,0.326547310756706
0.001,0.1,sn_init,348,3.036872898470133,0.3447188826206771,0.29908667387597265
0.001,0.1,sn_init,349,3.045599544730105,0.3422195533110892,0.27160326038706106
0.001,0.1,sn_init,350,3.0543261909900767,0.33969416265756,0.24409916325831763
0.001,0.1,sn_init,351,3.0630528372500483,0.3371429029783649,0.21657647703322372
0.001,0.1,sn_init,352,3.07177948351002,0.3345659685618062,0.1890372976708938
0.001,0.1,sn_init,353,3.080506129769992,0.33196355565141655,0.1614837223864572
0.001,0.1,sn_init,354,3.0892327760299634,0.3293358624310151,0.13391784949135258
0.001,0.1,sn_init,355,3.097959422289935,0.32668308900961385,0.1063417782335252
0.001,0.1,sn_init,356,3.1066860685499065,0.32400543740617954,0.07875760863756641
