Omega_q_over_2pi_Hz,qg_qm_total_delta_h1,qg_qm_total_delta_h2,qg_qm_total_delta_h3,qg_total_delta_h1,qg_total_delta_h2,qg_total_delta_h3,sn_qm_total_delta_h1,sn_qm_total_delta_h2,sn_qm_total_delta_h3,sn_total_delta_h1,sn_total_delta_h2,sn_total_delta_h3,sn_term_SN_delta_h1,sn_term_SN_delta_h2,sn_term_SN_delta_h3,sn_minus_qg_total_delta_h1,sn_minus_qg_total_delta_h2,sn_minus_qg_total_delta_h3
0.017883239133819381,19.694038604353302,-10.159198710030955,10.53872091717566,19.694038604353302,-10.159198710030955,10.53872091717566,19.694038604353302,-10.159198710030955,10.53872091717566,20.013405077558453,-7.9850309783573579,-0.50353748121901765,0.31936647320515205,2.1741677316735952,-11.042258398394678,0.31936647320515021,2.174167731673597,-11.042258398394678
0.018126628138536691,19.299355597603594,-10.023448602385404,10.468070345171659,19.299355597603594,-10.023448602385404,10.468070345171659,19.299355597603594,-10.023448602385404,10.468070345171659,19.57842103140435,-7.8376145845861851,-0.56185503205926401,0.2790654338007536,2.1858340177992197,-11.029925377230924,0.27906543380075632,2.1858340177992188,-11.029925377230922
0.01837332964202305,18.912573975699591,-9.8895036959468658,10.397888903515719,18.912573975699591,-9.8895036959468658,10.397888903515719,18.912573975699591,-9.8895036959468658,10.397888903515719,19.152006116724493,-7.6919827162079821,-0.61900343545444336,0.2394321410249001,2.1975209797388828,-11.016892338970163,0.23943214102490273,2.1975209797388837,-11.016892338970163
0.018623388727038472,18.533535833780601,-9.7573402181022129,10.328173566509706,18.533535833780601,-9.7573402181022129,10.328173566509706,18.533535833780601,-9.7573402181022129,10.328173566509706,18.734035739760163,-7.5481243667310274,-0.67497810121353241,0.20049990597956349,2.2092158513711837,-11.003151667723237,0.20049990597956224,2.2092158513711855,-11.003151667723239
0.018876851089914649,18.162086413395937,-9.626934703057163,10.258921326186409,18.162086413395937,-9.626934703057163,10.258921326186409,18.162086413395937,-9.626934703057163,10.258921326186409,18.324377358712375,-7.4060434130836761,-0.72976538049898609,0.16229094531644359,2.2208912899734869,-10.988686706685394,0.16229094531643895,2.2208912899734869,-10.988686706685394
0.019133763048905489,17.798074040125236,-9.4982639880563902,10.190129192250517,17.798074040125236,-9.4982639880563902,10.190129192250517,17.798074040125236,-9.4982639880563902,10.190129192250517,17.922909950034796,-7.265742799235734,-0.78335727271241939,0.1248359099095618,2.2325211888206553,-10.973486464962935,0.12483590990956017,2.2325211888206562,-10.973486464962935
0.019394171552651499,17.441350063539772,-9.3713052108384431,10.121794192666908,17.441350063539772,-9.3713052108384431,10.121794192666908,17.441350063539772,-9.3713052108384431,10.121794192666908,17.529506798919112,-7.1271994636932359,-0.8357472803722118,0.0881567353793411,2.2441057471452055,-10.95754147303912,0.088156735379339324,2.2441057471452073,-10.95754147303912
0.019658124188759236,17.091768791672141,-9.2460357999294924,10.053913370347573,17.091768791672141,-9.2460357999294924,10.053913370347573,17.091768791672141,-9.2460357999294924,10.053913370347573,17.144042101402434,-6.9904139866729649,-0.88692853456793375,0.052273309730293795,2.2556218132565249,-10.940841904915507,0.052273309730292539,2.2556218132565276,-10.940841904915507
0.019925669192497573,16.749187443358519,-9.1224334829579519,9.9864837895502543,16.749187443358519,-9.1224334829579519,9.9864837895502543,16.749187443358519,-9.1224334829579519,9.9864837895502543,16.766399237919913,-6.8553848333109411,-0.93688775211367536,0.017211794561393823,2.2670486496470126,-10.923371541663929,0.0172117945613941,2.2670486496470108,-10.923371541663929
0.02019685545561235,16.413466079494452,-9.0004762710456223,9.9195025293387431,16.413466079494452,-9.0004762710456223,9.9195025293387431,16.413466079494452,-9.0004762710456223,9.9195025293387431,16.396460239971105,-6.7221235160470298,-0.98562301512539807,-0.017005839523346788,2.2783527549985898,-10.905125544464141,-0.017005839523346111,2.2783527549985925,-10.905125544464141
0.020471732535260898,16.084467552111857,-8.8801424612201778,9.8529666867514312,16.084467552111857,-8.8801424612201778,9.8529666867514312,16.084467552111857,-8.8801424612201778,9.8529666867514312,16.034102438467723,-6.5906299199399543,-1.0331263175765355,-0.050365113644130564,2.2895125412802244,-10.886093004327966,-0.05036511364413343,2.2895125412802235,-10.886093004327966
