branch_id,temp_index,T_K,Omega_q_over_2pi_Hz,det_V_SN_recon,iterations
1.0,155.5,3.8357899639706154e-05,2.830837673179964,9.043275119220237e-06,1.0
1.0,156.0,3.852407016717897e-05,2.8083182229604464,2.1367860919901406e-05,1.0
1.0,156.5,3.8690960563165444e-05,2.785865596022746,1.4011739200279128e-05,1.0
1.0,157.0,3.885857394621303e-05,2.763817740824065,2.3928513366618142e-05,1.0
1.0,157.5,3.9026913448379045e-05,2.7418132945949543,1.561175424563426e-05,1.0
1.0,158.0,3.919598221528928e-05,2.7201309158710405,2.217221982217226e-05,1.0
1.0,158.5,3.936578340619671e-05,2.6986887382423594,1.7996573228575225e-05,1.0
1.0,159.0,3.953632019404046e-05,2.677495559199492,2.611511539786446e-05,1.0
1.0,159.5,3.9707595765505164e-05,2.656457932594873,1.926665082645495e-05,1.0
1.0,160.0,3.987961332108059e-05,2.6357568238925633,2.9882023587966097e-05,1.0
1.0,160.5,4.0052376075121384e-05,2.6151611785338797,1.9526150804660215e-05,1.0
1.0,161.0,4.0225887255907025e-05,2.5949009002116035,2.5083123937655542e-05,1.0
1.0,161.5,4.0400150105702295e-05,2.5746817359382814,1.6242973946928865e-05,1.0
1.0,162.0,4.0575167880817806e-05,2.5546606599067503,3.2621913243741126e-06,1.0
1.0,162.5,4.0750943851670826e-05,2.5349959953459957,3.8039859647796682e-06,1.0
1.0,163.0,4.092748130284649e-05,2.5156442180189007,2.8491999971677516e-05,1.0
1.0,163.5,4.1104783533159115e-05,2.496205956242336,1.622959658632601e-05,1.0
1.0,164.0,4.1282853855713756e-05,2.4772204848740698,3.13475479736567e-05,1.0
1.0,164.5,4.1461695597968184e-05,2.458268246619303,1.8550069609339133e-05,1.0
